date,daily_rental_count,avg_temp_c,min_temp_c,max_temp_c,precip_duration_hr,daily_precip_mm,avg_wind_speed_m_s,avg_rel_humidity_pct,year,month,day,dayofweek,dayofyear,weekofyear,is_weekend,is_month_start,is_month_end,is_rainy,temp_range_c,trend_idx,month_sin,month_cos,dow_sin,dow_cos,doy_sin,doy_cos,temp_x_rain,humidity_x_rain,precip_x_humidity,wind_x_rain,season
2025-02-05,50837,-8.6,-11.8,-3.7,0.0,0.0,3.2,49.1,2025,2,5,2,36,6,0,0,0,0,8.100000000000001,401,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.580454927809098,0.8142923779467267,-0.0,0.0,0.0,0.0,winter
2025-02-06,37910,-5.6,-11.5,-0.2,2.75,2.3,1.7,59.9,2025,2,6,3,37,6,0,0,0,1,11.3,402,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.5943761565849831,0.804187157621448,-5.6,59.9,137.76999999999998,1.7,winter
2025-02-07,25539,-8.0,-10.7,-4.7,6.17,0.4,3.9,60.1,2025,2,7,4,38,6,0,0,0,1,5.999999999999999,403,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.6081214998935418,0.7938439653781019,-8.0,60.1,24.040000000000003,3.9,winter
2025-02-08,29054,-7.9,-11.5,-3.4,0.0,0.0,2.8,54.5,2025,2,8,5,39,6,1,0,0,0,8.1,404,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.6216868902665479,0.7832658619336791,-0.0,0.0,0.0,0.0,winter
2025-02-09,30725,-4.7,-9.6,1.7,0.0,0.0,2.2,63.8,2025,2,9,6,40,6,1,0,0,0,11.299999999999999,405,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.6350683134867438,0.7724559775191742,-0.0,0.0,0.0,0.0,winter
2025-02-10,59309,-2.6,-7.5,2.6,1.58,0.0,2.1,61.0,2025,2,10,0,41,7,0,0,0,0,10.1,406,0.8660254037844386,0.5000000000000001,0.0,1.0,0.6482618097757122,0.7614175109532997,-0.0,0.0,0.0,0.0,winter
2025-02-11,70893,0.5,-5.7,7.0,0.0,0.0,2.0,59.8,2025,2,11,1,42,7,0,0,0,0,12.7,407,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.6612634749656386,0.7501537286959042,0.0,0.0,0.0,0.0,winter
2025-02-12,35468,0.5,-2.9,2.5,12.5,2.5,2.6,75.8,2025,2,12,2,43,7,0,0,0,1,5.4,408,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.6740694616546161,0.7386679638813748,0.5,75.8,189.5,2.6,winter
2025-02-13,68750,0.2,-5.8,6.1,0.0,0.0,2.2,53.1,2025,2,13,3,44,7,0,0,0,0,11.899999999999999,409,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.6866759803451553,0.726963615332308,0.0,0.0,0.0,0.0,winter
2025-02-14,79247,3.7,-1.6,10.1,0.0,0.0,1.9,67.4,2025,2,14,4,45,7,0,0,0,0,11.7,410,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.6990793005655562,0.7150441465537444,0.0,0.0,0.0,0.0,winter
2025-02-15,60415,4.1,0.4,7.8,0.0,0.0,1.6,76.5,2025,2,15,5,46,7,1,0,0,0,7.3999999999999995,411,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.7112757519738152,0.7029130847082615,0.0,0.0,0.0,0.0,winter
2025-02-16,53214,4.3,0.4,9.7,0.0,0.0,2.5,75.6,2025,2,16,6,47,7,1,0,0,0,9.299999999999999,412,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.7232617254437388,0.6905740195722293,0.0,0.0,0.0,0.0,winter
2025-02-17,68698,-0.3,-3.4,3.5,0.0,0.0,3.6,39.1,2025,2,17,0,48,8,0,0,0,0,6.9,413,0.8660254037844386,0.5000000000000001,0.0,1.0,0.7350336741329413,0.6780306024735382,-0.0,0.0,0.0,0.0,winter
2025-02-18,66571,-2.3,-5.2,2.6,0.0,0.0,3.4,40.3,2025,2,18,1,49,8,0,0,0,0,7.800000000000001,414,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.746588114532413,0.6652865452111116,-0.0,0.0,0.0,0.0,winter
2025-02-19,65350,-3.0,-5.8,1.2,0.0,0.0,3.0,44.8,2025,2,19,2,50,8,0,0,0,0,7.0,415,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.7579216274973472,0.6523456189565257,-0.0,0.0,0.0,0.0,winter
2025-02-20,65458,-2.9,-6.5,1.9,0.0,0.0,2.7,43.3,2025,2,20,3,51,8,0,0,0,0,8.4,416,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.7690308592589181,0.6392116531380588,-0.0,0.0,0.0,0.0,winter
2025-02-21,66490,-2.5,-6.4,2.6,0.0,0.0,2.7,45.3,2025,2,21,4,52,8,0,0,0,0,9.0,417,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.7799125224167177,0.6258885343075018,-0.0,0.0,0.0,0.0,winter
2025-02-22,49412,-2.3,-5.6,2.7,0.0,0.0,2.7,49.1,2025,2,22,5,53,8,1,0,0,0,8.3,418,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.7905633969115482,0.612380204990065,-0.0,0.0,0.0,0.0,winter
2025-02-23,37830,-3.6,-6.5,0.5,0.0,0.0,3.0,45.4,2025,2,23,6,54,8,1,0,0,0,7.0,419,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8009803309782905,0.5986906625177214,-0.0,0.0,0.0,0.0,winter
2025-02-24,68743,-1.3,-6.3,4.7,0.0,0.0,2.3,49.8,2025,2,24,0,55,9,0,0,0,0,11.0,420,0.8660254037844386,0.5000000000000001,0.0,1.0,0.8111602420785621,0.5848239578463322,-0.0,0.0,0.0,0.0,winter
2025-02-25,75271,2.1,-3.1,6.1,0.0,0.0,2.9,72.6,2025,2,25,1,56,9,0,0,0,0,9.2,421,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8211001178128892,0.5707841943569036,0.0,0.0,0.0,0.0,winter
2025-02-26,81379,3.7,0.7,9.1,0.0,0.0,2.6,49.4,2025,2,26,2,57,9,0,0,0,0,8.4,422,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8307970168121247,0.5565755266413303,0.0,0.0,0.0,0.0,winter
2025-02-27,91203,5.8,-2.0,14.2,0.0,0.0,1.9,29.4,2025,2,27,3,58,9,0,0,0,0,16.2,423,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8402480696078469,0.5422021592729844,0.0,0.0,0.0,0.0,winter
2025-02-28,94205,7.8,3.7,13.7,0.0,0.0,1.5,52.4,2025,2,28,4,59,9,0,0,1,0,10.0,424,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8494504794814806,0.527668345562516,0.0,0.0,0.0,0.0,winter
2025-03-01,58921,8.5,3.4,13.0,1.5,0.6,2.0,68.5,2025,3,1,5,60,9,1,1,0,1,9.6,425,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.8584015232918917,0.512978386299228,8.5,68.5,41.1,2.0,spring
2025-03-02,32851,8.3,2.2,15.6,9.42,11.8,3.7,68.0,2025,3,2,6,61,9,1,0,0,1,13.399999999999999,426,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.8670985522812081,0.4981366284784055,8.3,68.0,802.4000000000001,3.7,spring
2025-03-03,45445,3.1,1.0,7.1,7.33,10.4,6.3,63.5,2025,3,3,0,62,10,0,0,0,1,6.1,427,1.0,6.123233995736766e-17,0.0,1.0,0.8755389928586302,0.4831474640149687,3.1,63.5,660.4,6.3,spring
2025-03-04,52217,2.5,0.9,3.4,8.75,4.0,4.5,68.3,2025,3,4,1,63,10,0,0,0,1,2.5,428,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.8837203473619977,0.4680153284438345,2.5,68.3,273.2,4.5,spring
2025-03-05,89885,4.8,2.3,9.2,0.5,0.0,2.2,63.3,2025,3,5,2,64,10,0,0,0,0,6.8999999999999995,429,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.8916401947968874,0.45274469960737107,0.0,0.0,0.0,0.0,spring
2025-03-06,95225,4.8,-0.4,10.4,0.0,0.0,2.3,55.1,2025,3,6,3,65,10,0,0,0,0,10.8,430,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.8992961915530253,0.4373400963303323,0.0,0.0,0.0,0.0,spring
2025-03-07,98680,5.3,0.0,11.1,0.0,0.0,1.8,49.3,2025,3,7,4,66,10,0,0,0,0,11.1,431,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9066860720977985,0.4218060770826634,0.0,0.0,0.0,0.0,spring
2025-03-08,81479,5.8,2.8,11.2,0.0,0.0,2.2,55.0,2025,3,8,5,67,10,1,0,0,0,8.399999999999999,432,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.9138076496466615,0.4061472386305789,0.0,0.0,0.0,0.0,spring
2025-03-09,80200,6.9,1.2,13.5,0.0,0.0,1.7,67.3,2025,3,9,6,68,10,1,0,0,0,12.3,433,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9206588168102428,0.3903682146763026,0.0,0.0,0.0,0.0,spring
2025-03-10,103848,8.0,2.4,14.9,0.0,0.0,2.1,59.8,2025,3,10,0,69,11,0,0,0,0,12.5,434,1.0,6.123233995736766e-17,0.0,1.0,0.9272375462179537,0.374473674486883,0.0,0.0,0.0,0.0,spring
2025-03-11,111514,9.4,2.9,16.6,0.0,0.0,1.8,58.0,2025,3,11,1,70,11,0,0,0,0,13.700000000000001,435,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9335418911179212,0.35846832151248087,0.0,0.0,0.0,0.0,spring
2025-03-12,99722,8.5,6.7,11.8,1.08,0.0,2.1,72.3,2025,3,12,2,71,11,0,0,0,0,5.1000000000000005,436,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9395699859530622,0.342356891994542,0.0,0.0,0.0,0.0,spring
2025-03-13,110368,8.9,3.2,15.0,0.0,0.0,2.4,54.6,2025,3,13,3,72,11,0,0,0,0,11.8,437,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.945320046913132,0.3261441535642696,0.0,0.0,0.0,0.0,spring
2025-03-14,125131,12.4,5.0,20.1,0.0,0.0,1.8,31.4,2025,3,14,4,73,11,0,0,0,0,15.100000000000001,438,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9507903724625832,0.3098349038318025,0.0,0.0,0.0,0.0,spring
2025-03-15,109746,12.6,10.0,17.2,0.75,0.0,2.8,39.1,2025,3,15,5,74,11,1,0,0,0,7.199999999999999,439,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.9559793438440766,0.2934339689665273,0.0,0.0,0.0,0.0,spring
2025-03-16,50204,4.9,1.3,10.1,9.0,0.8,3.6,56.3,2025,3,16,6,75,11,1,0,0,1,8.799999999999999,440,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9608854255574977,0.27694620226893646,4.9,56.3,45.04,3.6,spring
2025-03-17,90119,2.5,-1.3,6.8,3.92,0.4,2.9,46.0,2025,3,17,0,76,12,0,0,0,1,8.1,441,1.0,6.123233995736766e-17,0.0,1.0,0.9655071658143364,0.2603764827344581,2.5,46.0,18.400000000000002,2.9,spring
2025-03-18,59001,2.1,0.3,5.6,12.92,9.9,2.8,70.6,2025,3,18,1,77,12,0,0,0,1,5.3,442,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.969843196967294,0.24372971360968387,2.1,70.6,698.9399999999999,2.8,spring
2025-03-19,93999,2.4,-1.9,7.3,0.0,0.0,2.4,49.5,2025,3,19,2,78,12,0,0,0,0,9.2,443,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9738922359149924,0.22701082094141847,0.0,0.0,0.0,0.0,spring
2025-03-20,109736,8.2,2.2,15.0,0.0,0.0,2.7,62.8,2025,3,20,3,79,12,0,0,0,0,12.8,444,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9776530844816641,0.2102247521189836,0.0,0.0,0.0,0.0,spring
2025-03-21,120515,11.6,7.9,18.7,0.0,0.0,2.9,61.3,2025,3,21,4,80,12,0,0,0,0,10.799999999999999,445,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.981124629771712,0.19337647441020586,0.0,0.0,0.0,0.0,spring
2025-03-22,115085,12.8,6.1,19.9,0.0,0.0,2.7,53.8,2025,3,22,5,81,12,1,0,0,0,13.799999999999999,446,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.984305844499033,0.17647097349152166,0.0,0.0,0.0,0.0,spring
2025-03-23,115859,15.2,7.1,24.0,0.0,0.0,1.9,49.0,2025,3,23,6,82,12,1,0,0,0,16.9,447,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9871957872910085,0.15951325197263655,0.0,0.0,0.0,0.0,spring
2025-03-24,127283,15.5,11.7,21.3,0.67,0.0,3.0,56.1,2025,3,24,0,83,13,0,0,0,0,9.600000000000001,448,1.0,6.123233995736766e-17,0.0,1.0,0.9897936029670716,0.14250832791617088,0.0,0.0,0.0,0.0,spring
2025-03-25,115458,12.7,8.4,21.4,0.0,0.0,3.3,63.5,2025,3,25,1,84,13,0,0,0,0,12.999999999999998,449,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.992098522791769,0.12546123335273648,0.0,0.0,0.0,0.0,spring
2025-03-26,134702,15.5,6.0,23.9,0.0,0.0,2.2,46.4,2025,3,26,2,85,13,0,0,0,0,17.9,450,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9941098647022418,0.10837701279187609,0.0,0.0,0.0,0.0,spring
2025-03-27,101747,13.7,7.1,18.6,4.83,0.3,3.2,65.1,2025,3,27,3,86,13,0,0,0,1,11.500000000000002,451,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9958270335100595,0.09126072172931188,13.7,65.1,19.529999999999998,3.2,spring
2025-03-28,112105,6.5,3.1,11.8,0.0,0.0,3.7,41.6,2025,3,28,4,87,13,0,0,0,0,8.700000000000001,452,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9972495210773451,0.07411742515094437,0.0,0.0,0.0,0.0,spring
2025-03-29,63571,3.3,0.6,6.7,2.25,0.0,3.6,40.8,2025,3,29,5,88,13,1,0,0,0,6.1000000000000005,453,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.998376906467142,0.056952196034039754,0.0,0.0,0.0,0.0,spring
2025-03-30,57013,3.3,-1.8,7.6,4.67,0.0,2.8,51.1,2025,3,30,6,89,13,1,0,0,0,9.4,454,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9992088560679753,0.03977011384605572,0.0,0.0,0.0,0.0,spring
2025-03-31,115322,7.7,1.2,14.1,0.0,0.0,2.2,50.5,2025,3,31,0,90,14,0,0,1,0,12.9,455,1.0,6.123233995736766e-17,0.0,1.0,0.9997451236925734,0.022576263041545485,0.0,0.0,0.0,0.0,spring
2025-04-01,128602,10.1,3.9,17.0,0.0,0.0,1.8,53.0,2025,4,1,1,91,14,0,1,0,0,13.1,456,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.9999855506507186,0.005375731557583884,0.0,0.0,0.0,0.0,spring
2025-04-02,113275,8.9,5.2,14.4,0.32,0.0,2.4,55.4,2025,4,2,2,92,14,0,0,0,0,9.2,457,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9999300657962057,-0.011826390691832589,0.0,0.0,0.0,0.0,spring
2025-04-03,127764,9.8,3.6,16.9,0.0,0.0,2.4,58.6,2025,4,3,3,93,14,0,0,0,0,13.299999999999999,458,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9995786855478958,-0.029025013321975237,0.0,0.0,0.0,0.0,spring
2025-04-04,130775,10.6,6.0,16.4,0.0,0.0,2.2,54.5,2025,4,4,4,94,14,0,0,0,0,10.399999999999999,459,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.9989315138848577,-0.046215046983708354,0.0,0.0,0.0,0.0,spring
2025-04-05,17053,8.0,7.5,9.5,18.22,22.8,1.9,86.1,2025,4,5,5,95,14,1,0,0,1,2.0,460,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.9979887423155984,-0.06339140486951038,8.0,86.1,1963.08,1.9,spring
2025-04-06,104882,10.3,6.9,15.7,0.33,0.0,2.8,67.3,2025,4,6,6,96,14,1,0,0,0,8.799999999999999,461,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.9967506498213929,-0.08054900421874167,0.0,0.0,0.0,0.0,spring
2025-04-07,139291,13.5,5.5,20.1,0.0,0.0,2.7,54.5,2025,4,7,0,97,15,0,0,0,0,14.600000000000001,462,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.9952176027737294,-0.09768276782171598,0.0,0.0,0.0,0.0,spring
2025-04-08,147589,13.8,10.7,18.9,0.0,0.0,3.1,55.0,2025,4,8,1,98,15,0,0,0,0,8.2,463,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.9933900548258936,-0.11478762552212701,0.0,0.0,0.0,0.0,spring
2025-04-09,124370,12.7,8.4,18.0,2.52,0.8,2.0,51.6,2025,4,9,2,99,15,0,0,0,1,9.6,464,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9912685467787256,-0.13185851571739118,12.7,51.6,41.28,2.0,spring
2025-04-10,149696,13.2,8.8,19.1,3.42,0.0,2.2,60.6,2025,4,10,3,100,15,0,0,0,0,10.3,465,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9888537064205885,-0.1488903868564548,0.0,0.0,0.0,0.0,spring
2025-04-11,167346,16.2,8.1,24.2,0.0,0.0,2.0,51.8,2025,4,11,4,101,15,0,0,0,0,16.1,466,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.986146248341595,-0.16587819893463143,0.0,0.0,0.0,0.0,spring
2025-04-12,53027,12.9,1.4,22.5,11.17,15.4,3.1,66.5,2025,4,12,5,102,15,1,0,0,1,21.1,467,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.9831469737221499,-0.1828169249850199,12.9,66.5,1024.1000000000001,3.1,spring
2025-04-13,41925,5.5,1.1,8.2,6.47,4.2,4.2,71.1,2025,4,13,6,103,15,1,0,0,1,7.1,468,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.9798567700958665,-0.1997015525660636,5.5,71.1,298.62,4.2,spring
2025-04-14,41890,4.4,2.6,6.0,11.88,7.4,2.5,87.4,2025,4,14,0,104,16,0,0,0,1,3.4,469,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.9762766110869321,-0.21652708524481437,4.4,87.4,646.7600000000001,2.5,spring
2025-04-15,124290,8.2,2.3,14.0,0.0,0.0,2.7,70.3,2025,4,15,1,105,16,0,0,0,0,11.7,470,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.9724075561219968,-0.23328854407545518,0.0,0.0,0.0,0.0,spring
2025-04-16,148388,14.6,6.4,21.9,0.0,0.0,2.5,58.0,2025,4,16,2,106,16,0,0,0,0,15.499999999999998,471,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9682507501166718,-0.2499809690726521,0.0,0.0,0.0,0.0,spring
2025-04-17,152477,19.7,15.8,24.7,0.0,0.0,2.6,63.5,2025,4,17,3,107,16,0,0,0,0,8.899999999999999,472,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9638074231367307,-0.26659942067929354,0.0,0.0,0.0,0.0,spring
2025-04-18,154989,18.6,15.4,23.7,0.83,0.0,2.4,67.9,2025,4,18,4,108,16,0,0,0,0,8.299999999999999,473,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.9590788900341131,-0.28313898122818354,0.0,0.0,0.0,0.0,spring
2025-04-19,41988,15.3,12.2,20.0,11.5,9.2,3.0,89.1,2025,4,19,5,109,16,1,0,0,1,7.800000000000001,474,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.9540665500578387,-0.2995947563972602,15.3,89.1,819.7199999999999,3.0,spring
2025-04-20,136746,16.7,9.5,24.1,0.0,0.0,1.7,70.0,2025,4,20,6,110,16,1,0,0,0,14.600000000000001,475,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.9487718864399473,-0.31596187665790293,0.0,0.0,0.0,0.0,spring
2025-04-21,158268,20.7,14.2,27.1,0.0,0.0,2.2,65.3,2025,4,21,0,111,17,0,0,0,0,12.900000000000002,476,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.9431964659565866,-0.33223549871590435,0.0,0.0,0.0,0.0,spring
2025-04-22,45308,17.8,14.2,20.4,11.53,34.8,1.5,87.8,2025,4,22,1,112,17,0,0,0,1,6.199999999999999,477,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.9373419384643772,-0.3484108069446808,17.8,87.8,3055.4399999999996,1.5,spring
2025-04-23,158602,16.8,10.9,22.9,0.0,0.0,2.5,62.4,2025,4,23,2,113,17,0,0,0,0,11.999999999999998,478,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.9312100364121947,-0.3644830148102912,0.0,0.0,0.0,0.0,spring
2025-04-24,150526,14.7,10.7,19.6,0.0,0.0,3.1,52.4,2025,4,24,3,114,17,0,0,0,0,8.900000000000002,479,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.9248025743285089,-0.38044736628785164,0.0,0.0,0.0,0.0,spring
2025-04-25,148020,12.5,7.7,17.8,0.0,0.0,3.0,38.4,2025,4,25,4,115,17,0,0,0,0,10.100000000000001,480,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.9181214482844364,-0.39629913726891813,0.0,0.0,0.0,0.0,spring
2025-04-26,133576,13.8,7.2,20.0,0.0,0.0,2.8,53.1,2025,4,26,5,116,17,1,0,0,0,12.8,481,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.9111686353326631,-0.41203363695942635,0.0,0.0,0.0,0.0,spring
2025-04-27,116047,14.9,10.7,19.1,0.0,0.0,2.8,46.4,2025,4,27,6,117,17,1,0,0,0,8.400000000000002,482,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.9039461929224011,-0.42764620926777464,0.0,0.0,0.0,0.0,spring
2025-04-28,151260,15.1,10.3,20.2,0.0,0.0,2.7,45.6,2025,4,28,0,118,18,0,0,0,0,9.899999999999999,483,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.8964562582905575,-0.44313223418263453,0.0,0.0,0.0,0.0,spring
2025-04-29,157192,14.8,8.2,21.0,0.0,0.0,2.3,34.1,2025,4,29,1,119,18,0,0,0,0,12.8,484,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.8887010478292915,-0.45848712914008766,0.0,0.0,0.0,0.0,spring
2025-04-30,165638,18.4,10.0,25.8,0.0,0.0,2.6,36.3,2025,4,30,2,120,18,0,0,1,0,15.8,485,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.8806828564301475,-0.47370635037968,0.0,0.0,0.0,0.0,spring
