date,daily_rental_count,avg_temp_c,min_temp_c,max_temp_c,precip_duration_hr,daily_precip_mm,avg_wind_speed_m_s,avg_rel_humidity_pct,year,month,day,dayofweek,dayofyear,weekofyear,is_weekend,is_month_start,is_month_end,is_rainy,temp_range_c,trend_idx,month_sin,month_cos,dow_sin,dow_cos,doy_sin,doy_cos,temp_x_rain,humidity_x_rain,precip_x_humidity,wind_x_rain,season
2024-10-31,167814,15.9,11.0,22.6,0.0,0.0,1.4,67.8,2024,10,31,3,305,44,0,0,1,0,11.600000000000001,304,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8605996962501181,0.5092820071573356,0.0,0.0,0.0,0.0,autumn
2024-11-01,166375,15.3,12.9,18.7,0.0,0.0,1.4,70.8,2024,11,1,4,306,44,0,1,0,0,5.799999999999999,305,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8517119107469189,0.5240103253675756,0.0,0.0,0.0,0.0,autumn
2024-11-02,146373,18.1,13.0,25.1,0.0,0.0,1.9,58.9,2024,11,2,5,307,44,1,0,0,0,12.100000000000001,306,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.8425720899866032,0.5385835804920232,0.0,0.0,0.0,0.0,autumn
2024-11-03,132609,17.6,13.0,23.5,0.15,0.0,2.4,71.1,2024,11,3,6,308,44,1,0,0,0,10.5,307,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.8331829385891785,0.5529974600700271,0.0,0.0,0.0,0.0,autumn
2024-11-04,153234,14.8,8.9,18.3,0.5,0.1,2.9,62.0,2024,11,4,0,309,45,0,0,0,1,9.4,308,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.8235472349556007,0.5672476988027229,14.8,62.0,6.2,2.9,autumn
2024-11-05,145634,9.1,5.6,14.7,0.0,0.0,2.1,49.8,2024,11,5,1,310,45,0,0,0,0,9.1,309,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.8136678304455991,0.5813300798152042,0.0,0.0,0.0,0.0,autumn
2024-11-06,138912,7.5,4.1,12.5,0.0,0.0,2.5,46.1,2024,11,6,2,311,45,0,0,0,0,8.4,310,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.8035476485339116,0.5952404359043674,0.0,0.0,0.0,0.0,autumn
2024-11-07,140431,7.8,1.6,15.7,0.0,0.0,1.5,48.1,2024,11,7,3,312,45,0,0,0,0,14.1,311,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.7931896839451843,0.6089746507720486,0.0,0.0,0.0,0.0,autumn
2024-11-08,146638,10.2,3.1,18.1,0.0,0.0,1.5,50.8,2024,11,8,4,313,45,0,0,0,0,15.000000000000002,312,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.7825970017677834,0.6225286602431057,0.0,0.0,0.0,0.0,autumn
2024-11-09,125837,12.9,6.8,20.3,0.0,0.0,1.4,55.8,2024,11,9,5,314,45,1,0,0,0,13.5,313,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.7717727365467836,0.6358984534680745,0.0,0.0,0.0,0.0,autumn
2024-11-10,115693,14.4,10.3,21.0,0.0,0.0,1.8,64.0,2024,11,10,6,315,45,1,0,0,0,10.7,314,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.7607200913564104,0.6490800741100398,0.0,0.0,0.0,0.0,autumn
2024-11-11,155324,14.6,9.7,21.8,0.0,0.0,1.2,64.5,2024,11,11,0,316,46,0,0,0,0,12.100000000000001,315,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.7494423368521954,0.6620696215153815,0.0,0.0,0.0,0.0,autumn
2024-11-12,158295,14.3,11.0,19.2,0.0,0.0,2.2,66.8,2024,11,12,1,317,46,0,0,0,0,8.2,316,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.7379428103031386,0.6748632518680403,0.0,0.0,0.0,0.0,autumn
2024-11-13,162960,14.2,8.3,21.3,0.0,0.0,1.7,62.9,2024,11,13,2,318,46,0,0,0,0,13.0,317,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.7262249146041543,0.6874571793269664,0.0,0.0,0.0,0.0,autumn
2024-11-14,137473,14.8,13.2,16.8,4.0,0.1,1.8,68.4,2024,11,14,3,319,46,0,0,0,1,3.6000000000000014,318,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.7142921172691032,0.699847677146407,14.8,68.4,6.840000000000001,1.8,autumn
2024-11-15,158831,17.0,13.7,21.5,0.75,0.0,1.8,65.1,2024,11,15,4,320,46,0,0,0,0,7.800000000000001,319,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.7021479494046978,0.7120310787787131,0.0,0.0,0.0,0.0,autumn
2024-11-16,80376,17.0,14.4,22.6,5.92,6.5,2.6,72.5,2024,11,16,5,321,46,1,0,0,1,8.200000000000001,320,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.6897960046655887,0.7240037789593305,17.0,72.5,471.25,2.6,autumn
2024-11-17,78610,7.0,2.1,14.4,0.0,0.0,3.6,47.6,2024,11,17,6,322,46,1,0,0,0,12.3,321,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.6772399381909491,0.7357622347736527,0.0,0.0,0.0,0.0,autumn
2024-11-18,109679,2.8,-0.7,7.9,0.0,0.0,2.3,30.9,2024,11,18,0,323,47,0,0,0,0,8.6,322,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.6644834655228552,0.7473029667054296,0.0,0.0,0.0,0.0,autumn
2024-11-19,124664,5.7,0.3,11.3,0.0,0.0,2.0,49.5,2024,11,19,1,324,47,0,0,0,0,11.0,323,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.6515303615068021,0.75862255966641,0.0,0.0,0.0,0.0,autumn
2024-11-20,124089,6.5,2.4,9.6,0.0,0.0,1.3,65.8,2024,11,20,2,325,47,0,0,0,0,7.199999999999999,324,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.6383844591746642,0.7697176640069211,0.0,0.0,0.0,0.0,autumn
2024-11-21,127460,9.7,6.0,14.1,1.83,0.0,2.2,71.9,2024,11,21,3,326,47,0,0,0,0,8.1,325,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.6250496486104377,0.7805849965070866,0.0,0.0,0.0,0.0,autumn
2024-11-22,127415,6.2,3.3,10.6,0.0,0.0,2.2,48.0,2024,11,22,4,327,47,0,0,0,0,7.3,326,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.6115298757991053,0.7912213413483807,0.0,0.0,0.0,0.0,autumn
2024-11-23,95076,6.4,1.5,12.6,0.0,0.0,1.7,47.1,2024,11,23,5,328,47,1,0,0,0,11.1,327,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.5978291414589552,0.801623551065242,0.0,0.0,0.0,0.0,autumn
2024-11-24,85901,7.4,2.6,14.2,0.0,0.0,1.6,58.4,2024,11,24,6,329,47,1,0,0,0,11.6,328,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-0.5839514998576998,0.8117885474764613,0.0,0.0,0.0,0.0,autumn
2024-11-25,130576,10.1,3.6,15.4,0.42,0.0,2.5,57.6,2024,11,25,0,330,48,0,0,0,0,11.8,329,-0.5000000000000004,0.8660254037844384,0.0,1.0,-0.5699010576127624,0.8217133225960589,0.0,0.0,0.0,0.0,autumn
2024-11-26,35377,5.8,1.0,12.7,21.67,26.0,3.4,86.4,2024,11,26,1,331,48,0,0,0,1,11.7,330,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.5556819724760489,0.8313949395234058,5.8,86.4,2246.4,3.4,autumn
2024-11-27,20897,-0.4,-1.3,1.2,19.17,22.4,1.4,90.6,2024,11,27,2,332,48,0,0,0,1,2.5,331,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.5412984521036173,0.8408305333122887,-0.4,90.6,2029.4399999999998,1.4,autumn
2024-11-28,42952,0.8,-1.7,3.4,8.83,4.9,1.8,82.0,2024,11,28,3,333,48,0,0,0,1,5.1,332,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.5267547528105542,0.8500173118187018,0.8,82.0,401.8,1.8,autumn
2024-11-29,73914,0.2,-3.4,3.4,2.58,0.0,1.5,76.3,2024,11,29,4,334,48,0,0,0,0,6.8,333,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.5120551783114646,0.8589525565270845,0.0,0.0,0.0,0.0,autumn
2024-11-30,57420,2.5,-0.5,5.6,1.42,0.0,1.8,81.6,2024,11,30,5,335,48,1,0,1,0,6.1,334,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.4972040784469378,0.8676336233547726,0.0,0.0,0.0,0.0,autumn
2024-12-01,58684,5.2,1.6,8.2,2.08,0.5,2.4,89.3,2024,12,1,6,336,48,1,1,0,1,6.6,335,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.4822058478963526,0.8760579434344281,5.2,89.3,44.65,2.4,winter
2024-12-02,100397,6.4,0.6,13.0,0.25,0.0,2.2,79.9,2024,12,2,0,337,49,0,0,0,0,12.4,336,-2.4492935982947064e-16,1.0,0.0,1.0,-0.46706492487743034,0.8842230238742036,0.0,0.0,0.0,0.0,winter
2024-12-03,94719,1.3,-2.4,5.2,1.08,0.0,2.4,48.6,2024,12,3,1,338,49,0,0,0,0,7.6,337,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.451785789832884,0.8921264484954345,0.0,0.0,0.0,0.0,winter
2024-12-04,97369,3.1,-0.6,6.9,0.5,0.0,2.1,52.1,2024,12,4,2,339,49,0,0,0,0,7.5,338,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.4363729641045924,0.8997658785476209,0.0,0.0,0.0,0.0,winter
2024-12-05,83585,3.9,-0.1,8.8,0.88,1.8,2.3,62.8,2024,12,5,3,340,49,0,0,0,1,8.9,339,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.42083100859565564,0.9071390534005044,3.9,62.8,113.03999999999999,2.3,winter
2024-12-06,92782,2.1,-0.4,5.2,0.0,0.0,2.5,49.3,2024,12,6,4,341,49,0,0,0,0,5.6000000000000005,340,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.4051645224207563,0.9142437912130223,0.0,0.0,0.0,0.0,winter
2024-12-07,66487,0.2,-2.5,4.6,0.0,0.0,2.5,56.9,2024,12,7,5,342,49,1,0,0,0,7.1,341,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.3893781415452015,0.9210779895789526,0.0,0.0,0.0,0.0,winter
2024-12-08,50135,-0.2,-3.9,4.1,0.0,0.0,2.2,46.5,2024,12,8,6,343,49,1,0,0,0,8.0,342,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.37347653741307074,0.9276396261490467,-0.0,0.0,0.0,0.0,winter
2024-12-09,89580,1.0,-3.8,7.4,0.0,0.0,1.6,56.1,2024,12,9,0,344,50,0,0,0,0,11.2,343,-2.4492935982947064e-16,1.0,0.0,1.0,-0.3574644155648614,0.9339267592294762,0.0,0.0,0.0,0.0,winter
2024-12-10,95372,2.6,-1.9,6.9,0.0,0.0,1.9,58.9,2024,12,10,1,345,50,0,0,0,0,8.8,344,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.34134651424503615,0.9399375283564133,0.0,0.0,0.0,0.0,winter
2024-12-11,98558,3.0,0.2,8.2,0.0,0.0,1.6,50.3,2024,12,11,2,346,50,0,0,0,0,7.999999999999999,345,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.3251276029999093,0.9456701548465688,0.0,0.0,0.0,0.0,winter
2024-12-12,91968,0.5,-3.2,5.4,0.0,0.0,2.1,45.8,2024,12,12,3,347,50,0,0,0,0,8.600000000000001,346,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.30881248126625377,0.9511229423235357,0.0,0.0,0.0,0.0,winter
2024-12-13,89567,1.0,-1.5,4.5,0.0,0.0,2.2,42.1,2024,12,13,4,348,50,0,0,0,0,6.0,347,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.29240597695107734,0.9562942772197719,0.0,0.0,0.0,0.0,winter
2024-12-14,64498,-0.8,-3.6,2.5,0.0,0.0,2.2,51.0,2024,12,14,5,349,50,1,0,0,0,6.1,348,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.27591294500296043,0.9611826292540837,-0.0,0.0,0.0,0.0,winter
2024-12-15,51245,1.2,-2.2,5.4,0.33,0.0,2.4,54.1,2024,12,15,6,350,50,1,0,0,0,7.6000000000000005,349,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.2593382659754056,0.9657865518844574,0.0,0.0,0.0,0.0,winter
2024-12-16,78052,-0.2,-3.3,3.9,4.75,0.0,1.2,65.9,2024,12,16,0,351,51,0,0,0,0,7.199999999999999,350,-2.4492935982947064e-16,1.0,0.0,1.0,-0.2426868445825954,0.9701046827361175,-0.0,0.0,0.0,0.0,winter
2024-12-17,83416,-0.8,-3.5,3.8,0.0,0.0,2.2,51.8,2024,12,17,1,352,51,0,0,0,0,7.3,351,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.22596360824801906,0.974135744004672,-0.0,0.0,0.0,0.0,winter
2024-12-18,76135,-3.4,-6.2,0.9,0.0,0.0,2.2,47.1,2024,12,18,2,353,51,0,0,0,0,7.1000000000000005,352,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.20917350564635637,0.9778785428342386,-0.0,0.0,0.0,0.0,winter
2024-12-19,79364,-1.4,-6.7,4.9,0.0,0.0,1.5,47.4,2024,12,19,3,354,51,0,0,0,0,11.600000000000001,353,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.19232150523909483,0.9813319716704275,-0.0,0.0,0.0,0.0,winter
2024-12-20,80205,1.4,-2.1,5.3,4.07,0.4,2.0,60.9,2024,12,20,4,355,51,0,0,0,1,7.4,354,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.17541259380427843,0.9844950085880858,1.4,60.9,24.36,2.0,winter
2024-12-21,39453,-0.7,-4.7,1.9,6.25,2.9,2.8,74.1,2024,12,21,5,356,51,1,0,0,1,6.6,355,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.15845177496083632,0.9873667175937016,-0.7,74.1,214.89,2.8,winter
2024-12-22,37978,-3.4,-7.7,1.0,0.0,0.0,2.1,52.9,2024,12,22,6,357,51,1,0,0,0,8.7,356,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.14144406768794202,0.9899462489023779,-0.0,0.0,0.0,0.0,winter
2024-12-23,76141,0.3,-5.0,6.7,0.0,0.0,2.2,58.5,2024,12,23,0,358,52,0,0,0,0,11.7,357,-2.4492935982947064e-16,1.0,0.0,1.0,-0.12439450483979998,0.9922328391893008,0.0,0.0,0.0,0.0,winter
2024-12-24,77782,-0.4,-4.3,5.1,0.0,0.0,1.4,50.3,2024,12,24,1,359,52,0,0,0,0,9.399999999999999,358,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,-0.10730813165636247,0.9942258118156161,-0.0,0.0,0.0,0.0,winter
2024-12-25,45245,2.7,-1.1,6.5,0.5,0.1,2.0,63.1,2024,12,25,2,360,52,0,0,0,1,7.6,359,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,-0.09019000427034513,0.9959245770286599,2.7,63.1,6.3100000000000005,2.0,winter
2024-12-26,69108,0.1,-4.8,4.2,0.25,0.0,3.4,57.9,2024,12,26,3,361,52,0,0,0,0,9.0,360,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,-0.07304518821104743,0.9973286321364752,0.0,0.0,0.0,0.0,winter
2024-12-27,68332,-2.6,-5.9,1.8,2.0,0.0,2.7,51.4,2024,12,27,4,362,52,0,0,0,0,7.7,361,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,-0.05587875690537313,0.9984375616565666,-0.0,0.0,0.0,0.0,winter
2024-12-28,45729,-3.0,-6.7,1.1,0.0,0.0,2.5,48.3,2024,12,28,5,363,52,1,0,0,0,7.800000000000001,362,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,-0.03869579017652689,0.9992510374388481,-0.0,0.0,0.0,0.0,winter
2024-12-29,43612,1.1,-4.2,6.1,0.0,0.0,1.5,56.1,2024,12,29,6,364,52,1,0,0,0,10.3,363,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-0.021501372740813793,0.999768818762748,0.0,0.0,0.0,0.0,winter
2024-12-30,79479,5.5,1.9,10.1,0.25,0.0,2.3,68.5,2024,12,30,0,365,1,0,0,0,0,8.2,364,-2.4492935982947064e-16,1.0,0.0,1.0,-0.004300592702981974,0.9999907524084426,0.0,0.0,0.0,0.0,winter
2024-12-31,72942,0.6,-2.0,4.9,0.33,0.0,2.6,45.8,2024,12,31,1,366,1,0,0,1,0,6.9,365,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,0.012901459949419653,0.9999167727021953,0.0,0.0,0.0,0.0,winter
2025-01-01,48645,2.6,-2.5,8.9,0.0,0.0,2.2,64.3,2025,1,1,2,1,1,0,1,0,0,11.4,366,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.017201575418260506,0.9998520419557735,0.0,0.0,0.0,0.0,winter
2025-01-02,77718,0.5,-2.9,6.0,0.0,0.0,2.1,48.8,2025,1,2,3,2,1,0,0,0,0,8.9,367,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.03439806061360801,0.9994082116062598,0.0,0.0,0.0,0.0,winter
2025-01-03,77053,-1.1,-5.1,3.2,0.5,0.0,2.2,52.0,2025,1,3,4,3,1,0,0,0,0,8.3,368,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.051584366869408364,0.9986686402879997,-0.0,0.0,0.0,0.0,winter
2025-01-04,56597,-0.1,-5.4,5.7,0.0,0.0,1.7,49.6,2025,1,4,5,4,1,1,0,0,0,11.100000000000001,369,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.06875540848113941,0.9976335468520451,-0.0,0.0,0.0,0.0,winter
2025-01-05,19712,1.2,-0.7,2.5,9.0,6.7,2.5,85.0,2025,1,5,6,5,1,1,0,0,1,3.2,370,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.08590610426133272,0.9963032375991965,1.2,85.0,569.5,2.5,winter
2025-01-06,62525,1.0,-3.0,3.4,3.03,3.0,2.8,75.6,2025,1,6,0,6,2,0,0,0,1,6.4,371,0.49999999999999994,0.8660254037844387,0.0,1.0,0.10303137904317879,0.9946781061893646,1.0,75.6,226.79999999999998,2.8,winter
2025-01-07,68411,-2.6,-5.7,1.5,1.0,0.1,2.7,53.5,2025,1,7,1,7,2,0,0,0,1,7.2,372,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.1201261651823505,0.9927586335250793,-2.6,53.5,5.3500000000000005,2.7,winter
2025-01-08,66720,-3.4,-6.1,0.2,1.25,0.0,2.7,55.1,2025,1,8,2,8,2,0,0,0,0,6.3,373,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.13718540405660057,0.9905453876091833,-0.0,0.0,0.0,0.0,winter
2025-01-09,47971,-9.7,-11.6,-6.1,0.25,0.0,4.2,38.4,2025,1,9,3,9,2,0,0,0,0,5.5,374,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.1542040475626894,0.988039023376751,-0.0,0.0,0.0,0.0,winter
2025-01-10,54569,-7.3,-12.2,-1.7,0.0,0.0,1.6,48.0,2025,1,10,4,10,2,0,0,0,0,10.5,375,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.17117705961019986,0.985240282501282,-0.0,0.0,0.0,0.0,winter
2025-01-11,42552,-5.1,-9.5,0.4,0.0,0.0,1.7,57.4,2025,1,11,5,11,2,1,0,0,0,9.9,376,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.18809941761179758,0.9821499931752291,-0.0,0.0,0.0,0.0,winter
2025-01-12,38308,-3.4,-8.2,2.5,0.0,0.0,1.8,59.9,2025,1,12,6,12,2,1,0,0,0,10.7,377,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.20496611396949532,0.9787690698649216,-0.0,0.0,0.0,0.0,winter
2025-01-13,50945,-0.4,-5.6,4.1,7.42,1.3,1.7,76.9,2025,1,13,0,13,3,0,0,0,1,9.7,378,0.49999999999999994,0.8660254037844387,0.0,1.0,0.22177215755648186,0.975098513039961,-0.4,76.9,99.97000000000001,1.7,winter
2025-01-14,61057,2.3,-1.7,5.2,1.58,0.1,2.3,72.0,2025,1,14,1,14,3,0,0,0,1,6.9,379,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.23851257519407648,0.9711394088771653,2.3,72.0,7.2,2.3,winter
2025-01-15,64305,-3.5,-5.3,-0.5,0.0,0.0,2.9,40.8,2025,1,15,2,15,3,0,0,0,0,4.8,380,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.2551824131233728,0.9668929289391521,-0.0,0.0,0.0,0.0,winter
2025-01-16,68299,-0.5,-4.9,2.8,2.0,0.0,2.0,65.1,2025,1,16,3,16,3,0,0,0,0,7.7,381,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.2717767384711357,0.9623603298276545,-0.0,0.0,0.0,0.0,winter
2025-01-17,73521,-0.5,-4.9,5.6,0.0,0.0,1.8,62.4,2025,1,17,4,17,3,0,0,0,0,10.5,382,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.2882906407095177,0.9575429528116719,-0.0,0.0,0.0,0.0,winter
2025-01-18,56933,1.0,-4.0,7.5,0.0,0.0,1.6,54.1,2025,1,18,5,18,3,1,0,0,0,11.5,383,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.3047192331091634,0.9524422234305676,0.0,0.0,0.0,0.0,winter
2025-01-19,51398,3.8,-1.2,9.0,0.0,0.0,1.8,65.0,2025,1,19,6,19,3,1,0,0,0,10.2,384,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.321057654185271,0.9470596510722283,0.0,0.0,0.0,0.0,winter
2025-01-20,76911,3.9,0.9,7.5,0.17,0.0,1.7,73.1,2025,1,20,0,20,4,0,0,0,0,6.6,385,0.49999999999999994,0.8660254037844387,0.0,1.0,0.3373010691361842,0.9413968285264122,0.0,0.0,0.0,0.0,winter
2025-01-21,76568,2.4,-1.0,6.3,0.0,0.0,1.6,79.8,2025,1,21,1,21,4,0,0,0,0,7.3,386,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.3534446712740877,0.9354554315134164,0.0,0.0,0.0,0.0,winter
2025-01-22,80528,3.6,0.5,7.7,0.0,0.0,1.9,70.3,2025,1,22,2,22,4,0,0,0,0,7.2,387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.3694836834473831,0.9292372181882051,0.0,0.0,0.0,0.0,winter
2025-01-23,81308,2.0,-2.4,7.7,0.0,0.0,1.6,54.3,2025,1,23,3,23,4,0,0,0,0,10.1,388,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.38541335945432564,0.9227440286201427,0.0,0.0,0.0,0.0,winter
2025-01-24,85272,3.1,-2.7,10.6,0.0,0.0,1.5,45.9,2025,1,24,4,24,4,0,0,0,0,13.3,389,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.4012289854475009,0.9159777842484877,0.0,0.0,0.0,0.0,winter
2025-01-25,63695,5.2,1.2,11.4,0.0,0.0,3.1,52.8,2025,1,25,5,25,4,1,0,0,0,10.200000000000001,390,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.4169258813287287,0.908940487313808,0.0,0.0,0.0,0.0,winter
2025-01-26,49384,4.6,1.8,7.5,0.0,0.0,2.8,50.5,2025,1,26,6,26,4,1,0,0,0,5.7,391,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.4324994021339788,0.901634220265486,0.0,0.0,0.0,0.0,winter
2025-01-27,16746,0.2,-2.7,5.1,22.35,5.6,3.5,77.9,2025,1,27,0,27,5,0,0,0,1,7.8,392,0.49999999999999994,0.8660254037844387,0.0,1.0,0.44794493940789115,0.8940611451454876,0.2,77.9,436.24,3.5,winter
2025-01-28,15070,-3.9,-5.3,-2.5,22.58,0.1,4.0,71.3,2025,1,28,1,28,5,0,0,0,1,2.8,393,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.4632579225674917,0.88622350294858,-3.9,71.3,7.13,4.0,winter
2025-01-29,16398,-4.6,-6.4,-1.3,11.75,0.2,3.1,66.1,2025,1,29,2,29,5,0,0,0,1,5.1000000000000005,394,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.4784338202547012,0.8781236129591848,-4.6,66.1,13.219999999999999,3.1,winter
2025-01-30,28784,-3.8,-7.5,-1.0,0.0,0.0,1.6,46.6,2025,1,30,3,30,5,0,0,0,0,6.5,395,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49346814167723735,0.8697638720650646,-0.0,0.0,0.0,0.0,winter
2025-01-31,26433,-0.8,-2.6,0.7,17.92,2.4,2.1,80.1,2025,1,31,4,31,5,0,0,1,1,3.3,396,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.5083564379375122,0.8611467540480452,-0.8,80.1,192.23999999999998,2.1,winter
2025-02-01,42902,1.6,-2.0,7.9,0.0,0.0,1.6,74.3,2025,2,1,5,32,5,1,1,0,0,9.9,397,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.5230943033491326,0.8522748088519838,0.0,0.0,0.0,0.0,winter
2025-02-02,47226,1.5,-2.5,6.8,0.08,0.0,2.0,67.1,2025,2,2,6,33,5,1,0,0,0,9.3,398,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.5376773767406141,0.8431506618282,0.0,0.0,0.0,0.0,winter
2025-02-03,58107,-4.1,-8.2,0.6,0.0,0.0,4.2,48.8,2025,2,3,0,34,6,0,0,0,0,8.799999999999999,399,0.8660254037844386,0.5000000000000001,0.0,1.0,0.5521013427459208,0.8337770129585915,-0.0,0.0,0.0,0.0,winter
2025-02-04,49334,-9.0,-11.5,-5.3,0.0,0.0,3.7,50.8,2025,2,4,1,35,6,0,0,0,0,6.2,400,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.5663619330814524,0.8241566360566663,-0.0,0.0,0.0,0.0,winter
