daily_rental_count
48927
89691
74474
93416
97979
59055
32920
67260
39401
71631
84444
86810
66225
29982
72929
81422
37840
78568
93429
43165
38277
50137
45183
52637
64439
77438
59662
50029
81334
89385
95804
94236
97692
69843
75398
29119
77983
86243
90598
48388
35426
44339
67716
108884
127297
58115
103469
92575
40414
41446
56697
10076
30867
78765
57788
51440
101612
107453
112216
105034
46525
56406
67584
111299
113837
120077
100894
102487
80520
83820
117935
82157
124399
130647
134727
122311
90798
127068
105665
115264
125493
83840
128626
147852
60341
90522
145906
91081
95119
115805
131051
154789
173218
157061
174305
181191
166152
160750
171080
180514
158335
163933
184146
168619
152896
64522
126106
168806
175744
181793
42622
134318
182361
156313
112963
176024
186288
167428
153389
185981
188661
187713
192006
196468
162236
14803
26706
76008
183181
184125
195243
64192
153309
188906
198430
56366
177689
196964
176165
157798
184025
192131
192485
191482
195660
173276
64870
185189
199434
195623
193041
192306
173591
159697
193053
199666
198583
155017
181310
112297
149146
190224
190585
191038
185467
189944
139913
143645
189298
190082
181663
180959
186124
62003
110471
182858
200205
192192
189922
183350
102866
99161
182407
39423
164917
158337
170993
95363
82462
49088
131038
157081
176881
178473
132044
116653
166494
94003
52001
42867
158621
84490
97479
85676
113318
126759
131192
117452
76401
102034
138818
150508
149866
145486
140153
105222
89613
123156
136539
141041
137395
139483
114530
99629
143228
134073
132729
102409
140849
105962
93508
143003
146663
73097
125877
151307
105513
101722
142235
149070
166240
166666
167332
134541
125168
153794
178905
176850
142474
150537
148976
131430
170528
169982
154081
62022
75825
115906
102885
89288
79401
101366
155488
49128
112108
159563
188295
191167
187730
176100
191572
168997
154565
186557
131748
176839
154004
181960
165475
108635
173885
182681
160339
180123
189281
161684
142163
171312
155619
181097
181160
78684
130845
122488
154414
26820
143678
159376
166456
145496
110954
159280
154503
167862
167814
166375
146373
132609
153234
145634
138912
140431
146638
125837
115693
155324
158295
162960
137473
158831
80376
78610
109679
124664
124089
127460
127415
95076
85901
130576
35377
20897
42952
73914
57420
58684
100397
94719
97369
83585
92782
66487
50135
89580
95372
98558
91968
89567
64498
51245
78052
83416
76135
79364
80205
39453
37978
76141
77782
45245
69108
68332
45729
43612
79479
72942
